,norm_form,real_view,f_a,f_b,f_ab,f_a_contrasting,f_b_contrasting,f_ab_contrasting,part_of_speech_a,part_of_speech_b,syntax_templates,mi,mi3,t_score,dice,chi_sq,jaccard,poisson_stirling,log_dice,minimum_sensitivity,mi_contrasting,mi3_contrasting,t_score_contrasting,dice_contrasting,chi_sq_contrasting,jaccard_contrasting,poisson_stirling_contrasting,log_dice_contrasting,minimum_sensitivity_contrasting,weirdness,cw,dw,value,check_frequency,check_collect,measure_comb_3,measure_comb_5,measure_comb_weardness,rang_mi,rang_mi3,rang_t_score,rang_minimum_sensitivity,rang_dice,rang_weirdness,measure_comb_weirdness,class
190862,"('цепь', 'характерный')",цепи характерные,397,653,1,579,37,0,NOUN,ADJF,1,1.96981732687844,1.96981732687844,0.7447146465516816,3.857414529337567e-06,2.1393217307007616e-06,0.0009532888465204,-18.983934378689387,-16.983934378689387,0.001531393568147,0.0,0.0,0.0,0.0,1.6661393100266863e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,13558368267.757034,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
190899,"('являться', 'часть')",является частью,2165,1838,10,414,2479,6,INFN,NOUN,1,1.351607439552069,7.995463629326793,1.923122703740408,2.513023745561372e-06,9.294169366848231e-06,0.0025043826696719,-196.0214426601576,-17.60214426601576,0.0046189376443418,4.389791349414499,9.55971635085681,2.33264296131155,5.846209609999357e-06,3.181053127404293e-05,0.002078281953585,-110.30440207718934,-16.38406701286489,0.0024203307785397,5.885121705834757,60.23853007509871,9.67698500310454,0.7,1.0,0.4,1728665.1834939232,7579893601.039242,10407601.453833016,10000,10000,10000,10000,10000,10000,1381011.4077023675,1
191430,"('функция', 'тип')",функция типа,985,993,1,6,124,0,NOUN,NOUN,1,0.0541218836957159,0.0541218836957159,0.0368194821244811,1.022385122251701e-06,1.386021198046209e-09,0.0005058168942842,-20.89962982187211,-18.899629821872114,0.0010070493454179,0.0,0.0,0.0,0.0,5.786340132847197e-11,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,17128729366.400051,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
192137,"('макроэргический', 'обозначать')",макроэргических обозначают,4,50,1,0,19,0,ADJF,INFN,1,12.309895515793103,12.309895515793103,0.9998030517136964,0.005,0.0049980307110801,0.0188679245283018,-8.643856189774723,-6.643856189774724,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1399066.355174415,2984285334.007584,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
192704,"('элемент', 'являться')",элемент является,443,2165,1,48,414,0,NOUN,INFN,1,0.0824375073987229,0.0824375073987229,0.05553941673765,1.0426495811155308e-06,3.216184852969063e-09,0.0003835826620636,-20.871314198169102,-18.871314198169102,0.0004618937644341,0.0,0.0,0.0,0.0,1.5455127838701551e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,17091310051.060694,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
193227,"('необходимо', 'присутствие')",необходимо присутствие,308,44,1,365,377,0,PRED,NOUN,1,6.22753354623563,6.22753354623563,0.9866547841200596,7.378984651711924e-05,7.183350524107154e-05,0.0028490028490028,-14.726218159332198,-12.726218159332198,0.0032467532467532,0.0,0.0,0.0,0.0,1.0702007177156434e-08,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,5859062556.963836,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
193440,"('фермент', 'необходимый')",фермента необходима,270,389,3,0,289,0,NOUN,ADJF,1,4.858272264251962,8.028197265694274,1.6723369746371677,2.8563267637817765e-05,7.988320356294186e-05,0.0045731707317073,-48.2864383239476,-14.095479441315868,0.0077120822622107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.568826926091575,15.999439542199834,0.5,1.0,0.0,1728665.1834939232,4337588469.554532,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
193513,"('данный', 'процесс')",данный процесс,459,1746,2,129,102,0,ADJF,NOUN,1,1.3415635185245804,3.3415635185245804,0.8561750944950299,2.495589046360557e-06,1.8293560941874573e-06,0.0009078529278256,-39.224376374086496,-17.612188187043248,0.0011454753722794,0.0,0.0,0.0,0.0,1.023342250914024e-09,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.7,1.0,0.4,1728665.1834939232,13017896388.777796,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
194276,"('длина', 'который')",длины которого,681,6404,13,131,20852,0,NOUN,ADJF,1,1.5979228431805923,8.998802279462776,2.414449232340904,2.9808829100021004e-06,1.737725096607446e-05,0.0018382352941176,-251.6257752110341,-17.355828862387234,0.0020299812617114,0.0,0.0,0.0,0.0,2.1244672235170697e-07,0.0,0.0,0.0,0.0,0.0,68.21081489485991,29.52101202602305,0.7,1.0,0.4,1728665.1834939232,6655999085.285398,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
194751,"('взрослый', 'человек')",взрослый человек,264,2613,38,91,12728,12,NOUN,NOUN,1,5.80579369033294,16.30164871722011,6.054215993740495,5.508587598139837e-05,0.0020190918794094,0.0133849947164494,-575.6224045789257,-13.147958015234888,0.0145426712590891,5.215308102470802,12.385233103913114,3.3708564231355047,1.0360475476754546e-05,0.0001177226952299,0.0009369875849144,-210.7026031177031,-15.558550259808587,0.0009428032683846,11.18173124108604,86.53700357048601,16.69105650250578,0.7,1.0,0.4,1728665.1834939232,1413520760.719128,10407601.453833016,10000,10000,10000,10000,10000,10000,860875.2613799736,0
195412,"('вид', 'такой')",вид такой,3535,3101,3,2432,9891,6,NOUN,ADJF,1,-1.847298104020399,1.3226268974219135,-4.500312579859028,2.736718136732824e-07,5.542624152295831e-06,0.0004522840343735,-68.40314942876469,-20.80104980958823,0.0008486562942008,-0.1610073228345828,5.008917678607729,-0.2892051939932294,2.494293057484476e-07,2.08621783939999e-08,0.0004871316067224,-137.6091941106838,-20.934865685113973,0.0006066120715802,1.7655365117504271,30.05672079739932,4.146619293113985,0.7,1.0,0.4,1728665.1834939232,18122881425.591843,10407601.453833016,10000,10000,10000,10000,10000,10000,1587682.93408453,0
195537,"('информация', 'который')",информацию которую,723,6404,10,96,20852,9,NOUN,ADJF,1,1.133070370987816,7.776926560762541,1.720455051871506,2.159784298022588e-06,6.392887194272138e-06,0.0014050864128143,-198.20681334580013,-17.820681334580012,0.0015615240474703,4.010922718404534,10.35077272128916,2.8139142118592098,4.495971609437944e-06,3.5599612110213816e-05,0.0004298199531973,-168.86642079487373,-16.762935643874858,0.000431613274506,3.9234144705565046,59.4149327026949,7.49797924823531,0.7,1.0,0.4,1728665.1834939232,8097024633.733588,10407601.453833016,10000,10000,10000,10000,10000,10000,1444395.7977638114,1
196234,"('основной', 'функция')",основная функция,574,985,19,55,6,0,ADJF,NOUN,1,5.092792377991987,13.588647404879158,4.231168760946886,3.3605122128088574e-05,0.0006016254135882,0.0123376623376623,-301.35822722394096,-13.86095932757584,0.0192893401015228,0.0,0.0,0.0,0.0,2.5665218331177083e-11,0.0,0.0,0.0,0.0,0.0,75.97705914394109,34.58393896823076,0.8,1.0,0.6,1728665.1834939232,2076679879.820252,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
196304,"('функция', 'смотреть')",функция смотрит,985,747,3,6,3260,0,NOUN,INFN,1,2.049769859156009,5.219694860598321,1.3137213807195274,4.077222595967627e-06,7.036731152670054e-06,0.0017351069982648,-56.71194553923545,-16.90398184641182,0.0030456852791878,0.0,0.0,0.0,0.0,1.5212474865388599e-09,0.0,0.0,0.0,0.0,0.0,32.568826926091575,15.999439542199834,0.7,1.0,0.4,1728665.1834939232,9162589285.786684,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
196578,"('нервный', 'волокно')",нервное волокно,1078,404,108,60,20,0,ADJF,NOUN,1,7.976286262226995,21.48606126655393,10.351037126971304,0.0002479839820716,0.0265699882373513,0.0786026200873362,-1401.5662678808098,-10.977465443340831,0.1001855287569573,0.0,0.0,0.0,0.0,9.332806665882575e-11,0.0,0.0,0.0,0.0,0.0,103.88150289209044,65.04466431530791,0.7,1.0,0.4,796338.4278628672,495110554.5257895,10407601.453833016,10000,10000,10000,10000,10000,10000,700301.4732243159,0
196594,"('главный', 'функция')",главной функция,435,985,19,737,6,0,ADJF,NOUN,1,5.492827713931584,13.988682740818756,4.2620999375680295,4.434331057821343e-05,0.0008055182255173,0.0135617416131334,-293.7575558410886,-13.460923991636244,0.0192893401015228,0.0,0.0,0.0,0.0,3.43913925637773e-10,0.0,0.0,0.0,0.0,0.0,75.97705914394109,34.58393896823076,0.7,1.0,0.4,1728665.1834939232,1786756150.2194507,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
197574,"('значительный', 'изменение')",значительные изменения,455,1539,21,201,98,2,ADJF,NOUN,1,4.92856887693232,13.71320372248984,4.43210130901765,2.99895036737142e-05,0.0005890994755854,0.0106436898124683,-336.52883940134564,-14.025182828635508,0.0136452241715399,8.508096826985254,10.508096826985254,1.410329173987557,0.0001015331505736,0.0002019523179003,0.0067340067340067,-28.531523070588275,-12.265761535294136,0.0099502487562189,37.07626674675897,77.34889645021167,24.183410262607904,0.7,1.0,0.4,1728665.1834939232,2166699637.808227,10407601.453833016,10000,10000,10000,10000,10000,10000,1198541.19388912,1
197725,"('сложность', 'который')",сложности которой,137,6404,2,35,20852,1,NOUN,ADJF,1,1.2109620300910446,3.2109620300910446,0.8033009333001255,2.279597149591724e-06,1.471006691622601e-06,0.000305857164704,-39.48557935095357,-17.742789675476782,0.000312304809494,2.296677200738411,2.296677200738411,0.7964686692210106,1.3702008714477542e-06,8.692038325212896e-07,4.787896198410418e-05,-20.47718116154098,-18.47718116154098,4.79570305006714e-05,7.062146047001708,20.548641946590408,8.824601839929509,0.7,1.0,0.4,1728665.1834939232,13480096064.772232,10407601.453833016,10000,10000,10000,10000,10000,10000,1357194.2429520069,1
197993,"('основной', 'положение')",основной положение,574,492,8,55,1113,0,ADJF,NOUN,1,4.8463302735529,10.8463302735529,2.7301043305121806,2.8327809410498287e-05,0.0002111404678474,0.0075614366729678,-128.85937145611942,-14.107421432014927,0.0139372822299651,0.0,0.0,0.0,0.0,4.76089800043335e-09,0.0,0.0,0.0,0.0,0.0,57.40081334193469,24.017887586232543,0.7,1.0,0.4,1728665.1834939232,2816512801.2639146,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
198035,"('являться', 'общий')",являться общей,2165,978,4,414,822,0,INFN,ADJF,1,0.9399097410015076,4.939909741001507,0.9574690175727107,1.8891360508555424e-06,1.7318596553491395e-06,0.0012742911755336,-80.05536785826529,-18.01384196456632,0.0018475750577367,0.0,0.0,0.0,0.0,2.64669064237764e-08,0.0,0.0,0.0,0.0,0.0,40.26720889462313,17.956375872437768,0.7,1.0,0.4,1728665.1834939232,11722541921.606611,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
198170,"('определить', 'какой')",определить какой,292,647,8,290,4530,3,INFN,ADJF,1,5.426305244695304,11.426305244695303,2.7626515958027253,4.2345069975228135e-05,0.0003231878994639,0.0085929108485499,-124.2195716869802,-13.527446460872524,0.0123647604327666,3.033616438052014,6.203541439494327,1.520530979805987,2.283626398721169e-06,5.279777256336502e-06,0.0006227942702927,-59.22072577268213,-17.740241924227377,0.0006622516556291,9.416194729335611,56.0225184860228,11.99914780639106,0.7,1.0,0.4,1728665.1834939232,2329274306.470263,10407601.453833016,10000,10000,10000,10000,10000,10000,1322620.9392821284,1
198294,"('представлять', 'строение')",представлять строение,799,697,1,673,89,0,INFN,NOUN,1,0.8666851667714285,0.8666851667714285,0.4515945425629865,1.7956448429977932e-06,3.661995551697028e-07,0.0006688963210702,-20.0870665387964,-18.0870665387964,0.0012515644555694,0.0,0.0,0.0,0.0,4.658392673886406e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,15810512026.689344,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
198493,"('катаболизм', 'основный')",катаболизмом основной,7,668,1,0,90,0,NOUN,ADJF,1,7.762692491036172,7.762692491036172,0.995395349066219,0.0002138579982891,0.0002118930498166,0.0014836795252225,-13.191059214531656,-11.191059214531656,0.0014970059880239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,4564569847.853437,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
198496,"('процесс', 'являться')",процесс является,1746,2165,9,102,414,0,NOUN,INFN,1,1.2736875537666137,7.613537556651238,1.7591962540435944,2.380895692959692e-06,7.368328040382407e-06,0.0023065094823167,-177.12057736621094,-17.680064151801215,0.0041570438799076,0.0,0.0,0.0,0.0,3.284214665724078e-09,0.0,0.0,0.0,0.0,0.0,60.11344159479864,25.25364075261265,0.7,1.0,0.4,1728665.1834939232,7884626346.412362,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
198759,"('физический', 'процесс')",физический процесс,416,1746,11,145,102,0,ADJF,NOUN,1,3.942905762434593,10.861768999709188,3.100967850660734,1.5144506123887568e-05,0.0001456295952825,0.00511390051139,-187.1193053744656,-15.010845943133235,0.0063001145475372,0.0,0.0,0.0,0.0,1.1502684215700275e-09,0.0,0.0,0.0,0.0,0.0,64.60202393541326,27.50476700466691,0.7,1.0,0.4,1728665.1834939232,3470967416.5555496,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
198780,"('выполнение', 'работа')",выполнение работы,241,971,24,14,1310,0,NOUN,NOUN,1,6.70249738463983,15.872422386082144,4.851941050763753,0.0001025592814013,0.0024143820890559,0.0202020202020202,-342.0301037022719,-12.251254320927998,0.0247167868177136,0.0,0.0,0.0,0.0,1.4263639521023871e-09,0.0,0.0,0.0,0.0,0.0,80.45986526369933,38.02793957367295,0.7,1.0,0.4,1728665.1834939232,1052761491.4833392,10407601.453833016,10000,10000,10000,10000,10000,10000,1631859.933218263,1
198901,"('внутренний', 'энергия')",внутрення энергия,941,1133,11,445,238,0,ADJF,NOUN,1,3.3892002656560734,10.308063502930668,3.0000725428745,1.0317468505927384e-05,9.286170736057971e-05,0.0053320407174018,-193.2100658390293,-15.564551439911757,0.0097087378640776,0.0,0.0,0.0,0.0,8.236979616530198e-09,0.0,0.0,0.0,0.0,0.0,64.60202393541326,27.50476700466691,0.7,1.0,0.4,1728665.1834939232,4130664104.176057,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
199029,"('любой', 'условие')",любых условиях,516,1369,1,1013,361,1,ADJF,NOUN,1,0.5236177188866747,0.5236177188866747,0.3043747138095214,1.4156205231000956e-06,1.311487001866185e-07,0.0005307855626326,-20.430133986681152,-18.430133986681152,0.0007304601899196,3.2935848765910807,3.2935848765910807,0.8980159725047807,2.73453415843344e-06,2.2052177287334103e-06,0.0007283321194464,-19.480273485688308,-17.480273485688308,0.0009871668311944,3.531073023500854,0.0,6.625182861823457,0.5,1.0,0.0,1728665.1834939232,16397774533.410322,10407601.453833016,10000,10000,10000,10000,10000,10000,1458225.1192317626,1
199158,"('электромагнитный', 'волна')",электромагнитной волны,352,1150,151,0,471,0,ADJF,NOUN,1,8.565306680423872,23.04211615907403,12.255766220789075,0.000373023715415,0.0560295816562594,0.1117690599555884,-1870.6551987967373,-10.388445025143955,0.1313043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.81748415948292,71.8132370229799,0.7,1.0,0.4,702606.3601356413,368334525.6608326,10407601.453833016,10000,10000,10000,10000,10000,10000,642295.1526226309,0
199239,"('обладать', 'высокий')",обладающему высоким,494,1197,19,337,1698,2,INFN,ADJF,1,5.028104550483234,13.523959577370404,4.225311232206917,3.21316110789795e-05,0.0005736538464434,0.0113636363636363,-302.5872959466073,-13.925647155084594,0.0158730158730158,3.647632837544493,5.647632837544493,1.301372257250606,3.4951225564724427e-06,5.91923384097031e-06,0.0009837678307919,-38.25245104946979,-17.126225524734895,0.0011778563015312,33.54519372325812,75.36370127541258,22.950960844529856,0.7,1.0,0.4,1728665.1834939232,2126224081.0778625,10407601.453833016,10000,10000,10000,10000,10000,10000,1221974.2108209266,0
199586,"('показатель', 'который')",показатели которой,197,6404,3,3,20852,0,NOUN,ADJF,1,1.2719047943163515,4.441829795758664,1.0147866443712237,2.377955402239083e-06,2.448799291672577e-06,0.0004546832373446,-59.04554073375443,-17.681846911251476,0.000468457214241,0.0,0.0,0.0,0.0,4.8651921149245874e-09,0.0,0.0,0.0,0.0,0.0,32.568826926091575,15.999439542199834,0.6,1.0,0.2,1728665.1834939232,10865508784.205622,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
199691,"('свойство', 'вещество')",свойствами вещества,498,1308,9,131,69,0,NOUN,NOUN,1,3.810527949443977,10.150377952328602,2.7861850624572253,1.3816734829225158e-05,0.0001072569249787,0.005008347245409,-154.28901380511468,-15.14322375612385,0.0068807339449541,0.0,0.0,0.0,0.0,7.029936621076051e-10,0.0,0.0,0.0,0.0,0.0,60.11344159479864,25.25364075261265,0.7,1.0,0.4,1728665.1834939232,3805568220.1988654,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
199895,"('система', 'быть')",система была,2532,5317,9,85,54004,0,NOUN,INFN,1,-0.5587817335010415,5.781068269383583,-1.419074441528516,6.685165261742047e-07,1.3462400428470976e-06,0.0011479591836734,-193.61280095161985,-19.51253343906887,0.001692683844273,0.0,0.0,0.0,0.0,3.5700629792222857e-07,0.0,0.0,0.0,0.0,0.0,60.11344159479864,25.25364075261265,0.7,1.0,0.4,1728665.1834939232,15099989691.25853,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
200241,"('который', 'передаваться')",котором передаются,6404,124,7,20852,27,1,ADJF,INFN,1,3.1621527247223,8.776862568837508,2.3501909428119303,8.815055106687352e-06,4.868905305369453e-05,0.0010734549915657,-124.5411928659187,-15.791598980845528,0.0010930668332292,2.6710727155199088,2.6710727155199088,0.8429901162562081,1.7761863148396817e-06,1.2622154302734176e-06,4.789730817128078e-05,-20.10278564675948,-18.10278564675948,4.79570305006714e-05,24.717511164505986,53.71481862186339,16.455796959430796,0.7,1.0,0.4,1728665.1834939232,4975251567.961289,10407601.453833016,10000,10000,10000,10000,10000,10000,1240413.3061115283,1
201021,"('поглощение', 'свет')",поглощение света,52,685,8,1,2594,0,NOUN,NOUN,1,7.833351809578847,13.833351809578849,2.81602571285058,0.0002245929253228,0.0017810220809512,0.0109739368998628,-104.96319916791184,-11.120399895988982,0.0116788321167883,0.0,0.0,0.0,0.0,2.0174417076082835e-10,0.0,0.0,0.0,0.0,0.0,57.40081334193469,24.017887586232543,0.7,1.0,0.4,1728665.1834939232,1072117271.6984296,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
201052,"('энергетический', 'уровень')",энергетическом уровне,108,1191,9,2,150,0,ADJF,NOUN,1,6.150831506982558,12.490681509867184,2.957778226382208,6.996921354603975e-05,0.0006121223087364,0.0069767441860465,-133.22628178726742,-12.80292019858527,0.0075566750629722,0.0,0.0,0.0,0.0,2.333201666470644e-11,0.0,0.0,0.0,0.0,0.0,60.11344159479864,25.25364075261265,0.7,1.0,0.4,1728665.1834939232,1748552916.8014507,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
201165,"('этот', 'этап')",этот этап,4289,349,9,15635,21,0,ADJF,NOUN,1,2.610167880164932,8.950017883049558,2.508659652025203,6.012582330623885e-06,3.78394248011625e-05,0.0019442644199611,-165.09225442862606,-16.343583825402895,0.0020983912333877,0.0,0.0,0.0,0.0,2.553572563868796e-08,0.0,0.0,0.0,0.0,0.0,60.11344159479864,25.25364075261265,0.7,1.0,0.4,1728665.1834939232,5461653119.639678,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
201251,"('энергия', 'электрон')",энергия электронов,1133,418,19,238,0,0,NOUN,NOUN,1,5.348387941110016,13.844242967997186,4.25190687064352,4.011875150445318e-05,0.0007252953557179,0.0124020887728459,-296.50191152469847,-13.605363764457811,0.0167696381288614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.97705914394109,34.58393896823076,0.7,1.0,0.4,1728665.1834939232,1887920130.8379624,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
201583,"('рассмотреть', 'некоторый')",рассмотрим некоторый,277,1440,6,237,1392,0,INFN,ADJF,1,3.9331189439101215,9.103043945352434,2.2891324016832955,1.5042117930204572e-05,7.882261059621436e-05,0.0035067212156633,-102.12379656994624,-15.020632761657708,0.0041666666666666,0.0,0.0,0.0,0.0,2.5657752085844378e-08,0.0,0.0,0.0,0.0,0.0,50.53250637196083,21.25775428845349,0.8,1.0,0.6,1728665.1834939232,4127805420.4429,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
201794,"('мочь', 'использоваться')",может использоваться,3445,257,6,15899,42,3,NOUN,INFN,1,2.7828013895034527,7.952726390945765,2.0935561855657245,6.776866038300588e-06,2.9702851380756e-05,0.0016233766233766,-109.02570189638628,-16.170950316064374,0.0017416545718432,4.009855033553307,7.17978003499562,1.6245345883808648,4.492645539252244e-06,1.1856597579568282e-05,0.0001882293888819,-56.29200998617825,-16.764003328726083,0.0001886911126485,7.062146047001709,49.020400243268575,10.03196232779363,0.7,1.0,0.4,1728665.1834939232,5792845633.11457,10407601.453833016,10000,10000,10000,10000,10000,10000,1356810.095133453,1
201863,"('процесс', 'подготовка')",процесс подготовки,1746,37,1,102,80,0,NOUN,NOUN,1,3.974460496309439,3.974460496309439,0.936383734041034,1.5479396922695892e-05,1.3572559632466954e-05,0.0005611672278338,-16.979291209258392,-14.97929120925839,0.0005727376861397,0.0,0.0,0.0,0.0,6.34630853280015e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,9209045457.057024,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
202362,"('иметь', 'следующий')",имеющие следующие,2321,471,7,2687,826,1,INFN,ADJF,1,2.700992570668167,8.315702414783376,2.2388685984826178,6.403272621161352e-06,3.209661276840064e-05,0.0025134649910233,-127.7693139442976,-16.252759134899662,0.0030159414045669,0.6920797848467786,0.6920797848467786,0.3810390857014094,4.505596401290042e-07,6.541710776402843e-08,0.0002847380410022,-22.08177857743261,-20.08177857743261,0.0003721622627465,24.717511164505986,53.71481862186339,16.455796959430796,0.8,1.0,0.6,1728665.1834939232,5646671763.966687,10407601.453833016,10000,10000,10000,10000,10000,10000,1240413.3061115283,1
202363,"('следующий', 'вид')",следующем виде,471,3535,17,826,2432,0,ADJF,NOUN,1,3.374136797508624,11.549062480009304,3.725449135284258,1.0210302194914668e-05,0.0001417084907149,0.0042617197292554,-298.8534534370065,-15.579614908059206,0.0048090523338048,0.0,0.0,0.0,0.0,1.5623367233531858e-07,0.0,0.0,0.0,0.0,0.0,73.76293324271698,33.03096404085665,0.8,1.0,0.6,1728665.1834939232,3837870400.878233,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
203060,"('результат', 'являться')",результатами являются,1334,2165,3,235,414,0,NOUN,INFN,1,0.0770199454903123,3.246944946932625,0.090042638203937,1.0387415991773167e-06,8.421781055491405e-09,0.000858123569794,-62.63019528023256,-18.876731760077515,0.0013856812933025,0.0,0.0,0.0,0.0,7.566573004364298e-09,0.0,0.0,0.0,0.0,0.0,32.568826926091575,15.999439542199834,0.7,1.0,0.4,1728665.1834939232,15594689609.683111,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
203082,"('являться', 'минимальный')",является минимальный,2165,77,2,414,15,0,INFN,ADJF,1,3.60681385525884,5.60681385525884,1.2981339795512166,1.1997240634654029e-05,2.021717199682648e-05,0.0008928571428571,-34.69387570061798,-15.346937850308988,0.0009237875288683,0.0,0.0,0.0,0.0,4.82972744959423e-10,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.7,1.0,0.4,1728665.1834939232,7294858733.144992,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
203408,"('реальный', 'жизнь')",реальной жизни,94,1286,2,124,3956,4,ADJF,NOUN,1,4.070487926562244,6.070487926562244,1.3300399365679905,1.654478673769895e-05,2.9267830860424613e-05,0.0014513788098693,-33.76652755801117,-14.883263779005585,0.0015552099533437,4.869835341133404,8.869835341133404,1.9315988372984787,8.154212466160019e-06,3.042397067951364e-05,0.000981354268891,-71.61609208458394,-15.904023021145989,0.0010111223458038,1.765536511750427,19.548641946590408,4.306222883423073,0.7,1.0,0.4,1728665.1834939232,6549979722.304652,10407601.453833016,10000,10000,10000,10000,10000,10000,1588067.0819030842,0
203527,"('быть', 'применить')",был применим,5317,38,2,54004,78,3,INFN,INFN,1,3.329427441041402,5.3294274410414015,1.2735254282989563,9.898735931421555e-06,1.605443331245401e-05,0.0003736222678871,-35.24864852905285,-15.624324264526429,0.000376151965394,1.3526399949712329,4.5225649964135455,1.053823275618237,7.121979568465014e-07,7.909268090075597e-07,5.547439856506223e-05,-64.26365510192447,-19.42121836730816,5.555144063402711e-05,2.354048682333903,19.811676352424204,5.196248161804934,0.7,1.0,0.4,1728665.1834939232,7771362215.614385,10407601.453833016,10000,10000,10000,10000,10000,10000,1532365.6482127244,1
203591,"('являться', 'следствие')",является следствием,2165,123,11,414,53,1,INFN,NOUN,1,5.390517509251798,12.309380746526394,3.237558952016132,4.130757242907302e-05,0.0004329772156652,0.0048309178743961,-171.19557615947633,-13.56323419631603,0.0050808314087759,7.352450950216865,7.352450950216865,0.993880841221188,4.5574696928265424e-05,4.50186458183637e-05,0.0021459227467811,-15.421407412062525,-13.421407412062525,0.002415458937198,38.8418032585094,64.16775843281692,20.72634403844168,0.7,1.0,0.4,1728665.1834939232,2124228195.0164025,10407601.453833016,10000,10000,10000,10000,10000,10000,1215443.697905505,1
203809,"('минимальный', 'значение')",минимальное значение,77,894,5,15,440,0,ADJF,NOUN,1,6.204762238576972,10.848618428351696,2.2057524274606206,7.263430082222028e-05,0.0003533908430843,0.005175983436853,-73.74494733495428,-12.748989466990857,0.0055928411633109,0.0,0.0,0.0,0.0,5.133043666235417e-10,0.0,0.0,0.0,0.0,0.0,46.00128792950934,19.69107114620621,0.7,1.0,0.4,1728665.1834939232,2273911039.492336,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
204197,"('условие', 'описываться')",условия описывают,1369,28,1,361,6,0,NOUN,INFN,1,4.727490052252325,4.727490052252325,0.9622528914470284,2.6087863925701763e-05,2.4155552204376668e-05,0.0007163323782234,-16.226261653315504,-14.226261653315504,0.0007304601899196,0.0,0.0,0.0,0.0,1.6845716031918048e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,7868722431.610291,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
